,density,shape,sizeBin
min,850.0,1.0,1.0
max,1600.0,3.9999,5.9999
,density,shape,sizeBin
1,850.54931640625,1.9411307373046873,4.6705808837890626
2,1410.11962890625,1.9411307373046873,4.6705808837890626
3,850.54931640625,1.9587082763671875,4.6705808837890626
4,850.54931640625,1.9411307373046873,4.677904956054688
5,850.54931640625,1.9587082763671875,4.677904956054688
6,1410.11962890625,1.9411307373046873,4.677904956054688
7,1410.11962890625,1.9587082763671875,4.6705808837890626
8,1410.11962890625,1.9587082763671875,4.677904956054688
9,1225.54931640625,3.4410807373046874,2.1706308837890624
10,1035.11962890625,3.4410807373046874,2.1706308837890624
11,1225.54931640625,3.458658276367187,2.1706308837890624
12,1225.54931640625,3.4410807373046874,2.1779549560546876
13,1225.54931640625,3.458658276367187,2.1779549560546876
14,1035.11962890625,3.4410807373046874,2.1779549560546876
15,1035.11962890625,3.458658276367187,2.1706308837890624
16,1035.11962890625,3.458658276367187,2.1779549560546876
17,1413.04931640625,1.1911557373046875,5.920555883789063
18,1597.61962890625,1.1911557373046875,5.920555883789063
19,1413.04931640625,2.7086832763671875,5.920555883789063
20,1413.04931640625,1.1911557373046875,3.4279299560546876
21,1413.04931640625,2.7086832763671875,3.4279299560546876
22,1597.61962890625,1.1911557373046875,3.4279299560546876
23,1597.61962890625,2.7086832763671875,5.920555883789063
24,1597.61962890625,2.7086832763671875,3.4279299560546876
25,1038.04931640625,2.6911057373046874,3.4206058837890625
26,1222.61962890625,2.6911057373046874,3.4206058837890625
27,1038.04931640625,1.2087332763671874,3.4206058837890625
28,1038.04931640625,2.6911057373046874,5.927879956054688
29,1038.04931640625,1.2087332763671874,5.927879956054688
30,1222.61962890625,2.6911057373046874,5.927879956054688
31,1222.61962890625,1.2087332763671874,3.4206058837890625
32,1222.61962890625,1.2087332763671874,5.927879956054688
33,1131.79931640625,1.5661432373046873,1.5456433837890624
34,1128.86962890625,1.5661432373046873,1.5456433837890624
35,1131.79931640625,1.5837207763671874,1.5456433837890624
36,1131.79931640625,1.5661432373046873,4.052917456054688
37,1131.79931640625,1.5837207763671874,4.052917456054688
38,1128.86962890625,1.5661432373046873,4.052917456054688
39,1128.86962890625,1.5837207763671874,1.5456433837890624
40,1128.86962890625,1.5837207763671874,4.052917456054688
41,1506.79931640625,3.0660932373046874,4.045593383789063
42,1503.86962890625,3.0660932373046874,4.045593383789063
43,1506.79931640625,3.0836707763671876,4.045593383789063
44,1506.79931640625,3.0660932373046874,1.5529674560546876
45,1506.79931640625,3.0836707763671876,1.5529674560546876
46,1503.86962890625,3.0660932373046874,1.5529674560546876
47,1503.86962890625,3.0836707763671876,4.045593383789063
48,1503.86962890625,3.0836707763671876,1.5529674560546876
49,1319.29931640625,2.3161182373046874,2.795618383789063
50,941.36962890625,2.3161182373046874,2.795618383789063
51,1319.29931640625,3.833645776367187,2.795618383789063
52,1319.29931640625,2.3161182373046874,2.8029424560546876
53,1319.29931640625,3.833645776367187,2.8029424560546876
54,941.36962890625,2.3161182373046874,2.8029424560546876
55,941.36962890625,3.833645776367187,2.795618383789063
56,941.36962890625,3.833645776367187,2.8029424560546876
57,944.29931640625,3.8160682373046875,5.295568383789063
58,1316.36962890625,3.8160682373046875,5.295568383789063
59,944.29931640625,2.3336957763671875,5.295568383789063
60,944.29931640625,3.8160682373046875,5.302892456054687
61,944.29931640625,2.3336957763671875,5.302892456054687
62,1316.36962890625,3.8160682373046875,5.302892456054687
63,1316.36962890625,2.3336957763671875,5.295568383789063
64,1316.36962890625,2.3336957763671875,5.302892456054687
65,991.17431640625,1.0036619873046875,2.4831246337890627
66,1456.99462890625,1.0036619873046875,2.4831246337890627
67,991.17431640625,3.2711645263671874,2.4831246337890627
68,991.17431640625,1.0036619873046875,5.615386206054688
69,991.17431640625,3.2711645263671874,5.615386206054688
70,1456.99462890625,1.0036619873046875,5.615386206054688
71,1456.99462890625,3.2711645263671874,2.4831246337890627
72,1456.99462890625,3.2711645263671874,5.615386206054688
73,1366.17431640625,2.503611987304687,4.983074633789062
74,1081.99462890625,2.503611987304687,4.983074633789062
75,1366.17431640625,1.7712145263671875,4.983074633789062
76,1366.17431640625,2.503611987304687,3.1154362060546874
77,1366.17431640625,1.7712145263671875,3.1154362060546874
78,1081.99462890625,2.503611987304687,3.1154362060546874
79,1081.99462890625,1.7712145263671875,4.983074633789062
80,1081.99462890625,1.7712145263671875,3.1154362060546874
81,1553.67431640625,1.7536369873046875,1.2331496337890626
82,1269.49462890625,1.7536369873046875,1.2331496337890626
83,1553.67431640625,1.0212395263671874,1.2331496337890626
84,1553.67431640625,1.7536369873046875,1.8654612060546876
85,1553.67431640625,1.0212395263671874,1.8654612060546876
86,1269.49462890625,1.7536369873046875,1.8654612060546876
87,1269.49462890625,1.0212395263671874,1.2331496337890626
88,1269.49462890625,1.0212395263671874,1.8654612060546876
89,1178.67431640625,3.253586987304687,3.7330996337890627
90,894.49462890625,3.253586987304687,3.7330996337890627
91,1178.67431640625,2.5211895263671873,3.7330996337890627
92,1178.67431640625,3.253586987304687,4.365411206054688
93,1178.67431640625,2.5211895263671873,4.365411206054688
94,894.49462890625,3.253586987304687,4.365411206054688
95,894.49462890625,2.5211895263671873,3.7330996337890627
