,TotDepth,widthRS,lengthTotal,G,T_K,SPM,vflow
min,1.0,5.0,0.1,1.0,273.15,1.0,0.2
max,10.0,500.0,10.0,100.0,308.15,2000.0,2.0
,TotDepth,widthRS,lengthTotal,G,T_K,SPM,vflow
1,1.006591796875,160.291748046875,7.3678955078124995,74.935791015625,284.335302734375,1471.455810546875,1.867724609375
2,4.803466796875,160.291748046875,7.3678955078124995,74.935791015625,284.335302734375,1471.455810546875,1.867724609375
3,1.006591796875,428.819580078125,7.3678955078124995,74.935791015625,284.335302734375,1471.455810546875,1.867724609375
4,1.006591796875,160.291748046875,3.0849853515625,74.935791015625,284.335302734375,1471.455810546875,1.867724609375
5,1.006591796875,160.291748046875,7.3678955078124995,93.208251953125,284.335302734375,1471.455810546875,1.867724609375
6,1.006591796875,160.291748046875,7.3678955078124995,74.935791015625,297.340673828125,1471.455810546875,1.867724609375
7,1.006591796875,160.291748046875,7.3678955078124995,74.935791015625,284.335302734375,1592.489013671875,1.867724609375
8,1.006591796875,160.291748046875,7.3678955078124995,74.935791015625,284.335302734375,1471.455810546875,1.057373046875
9,1.006591796875,428.819580078125,3.0849853515625,93.208251953125,297.340673828125,1592.489013671875,1.057373046875
10,4.803466796875,160.291748046875,3.0849853515625,93.208251953125,297.340673828125,1592.489013671875,1.057373046875
11,4.803466796875,428.819580078125,7.3678955078124995,93.208251953125,297.340673828125,1592.489013671875,1.057373046875
12,4.803466796875,428.819580078125,3.0849853515625,74.935791015625,297.340673828125,1592.489013671875,1.057373046875
13,4.803466796875,428.819580078125,3.0849853515625,93.208251953125,284.335302734375,1592.489013671875,1.057373046875
14,4.803466796875,428.819580078125,3.0849853515625,93.208251953125,297.340673828125,1471.455810546875,1.057373046875
15,4.803466796875,428.819580078125,3.0849853515625,93.208251953125,297.340673828125,1592.489013671875,1.867724609375
16,4.803466796875,428.819580078125,3.0849853515625,93.208251953125,297.340673828125,1592.489013671875,1.057373046875
17,5.506591796875,407.791748046875,2.4178955078125,25.435791015625,301.835302734375,471.955810546875,0.967724609375
18,9.303466796875,407.791748046875,2.4178955078125,25.435791015625,301.835302734375,471.955810546875,0.967724609375
19,5.506591796875,181.319580078125,2.4178955078125,25.435791015625,301.835302734375,471.955810546875,0.967724609375
20,5.506591796875,407.791748046875,8.0349853515625,25.435791015625,301.835302734375,471.955810546875,0.967724609375
21,5.506591796875,407.791748046875,2.4178955078125,43.708251953125,301.835302734375,471.955810546875,0.967724609375
22,5.506591796875,407.791748046875,2.4178955078125,25.435791015625,279.840673828125,471.955810546875,0.967724609375
23,5.506591796875,407.791748046875,2.4178955078125,25.435791015625,301.835302734375,592.989013671875,0.967724609375
24,5.506591796875,407.791748046875,2.4178955078125,25.435791015625,301.835302734375,471.955810546875,1.957373046875
25,5.506591796875,181.319580078125,8.0349853515625,43.708251953125,279.840673828125,592.989013671875,1.957373046875
26,9.303466796875,407.791748046875,8.0349853515625,43.708251953125,279.840673828125,592.989013671875,1.957373046875
27,9.303466796875,181.319580078125,2.4178955078125,43.708251953125,279.840673828125,592.989013671875,1.957373046875
28,9.303466796875,181.319580078125,8.0349853515625,25.435791015625,279.840673828125,592.989013671875,1.957373046875
29,9.303466796875,181.319580078125,8.0349853515625,43.708251953125,301.835302734375,592.989013671875,1.957373046875
30,9.303466796875,181.319580078125,8.0349853515625,43.708251953125,279.840673828125,471.955810546875,1.957373046875
31,9.303466796875,181.319580078125,8.0349853515625,43.708251953125,279.840673828125,592.989013671875,0.967724609375
32,9.303466796875,181.319580078125,8.0349853515625,43.708251953125,279.840673828125,592.989013671875,1.957373046875
33,7.756591796875,36.541748046875,9.8428955078125,99.685791015625,293.085302734375,971.705810546875,1.417724609375
34,7.053466796875,36.541748046875,9.8428955078125,99.685791015625,293.085302734375,971.705810546875,1.417724609375
35,7.756591796875,57.569580078125,9.8428955078125,99.685791015625,293.085302734375,971.705810546875,1.417724609375
36,7.756591796875,36.541748046875,5.5599853515625,99.685791015625,293.085302734375,971.705810546875,1.417724609375
37,7.756591796875,36.541748046875,9.8428955078125,18.958251953125,293.085302734375,971.705810546875,1.417724609375
38,7.756591796875,36.541748046875,9.8428955078125,99.685791015625,288.590673828125,971.705810546875,1.417724609375
39,7.756591796875,36.541748046875,9.8428955078125,99.685791015625,293.085302734375,1092.739013671875,1.417724609375
40,7.756591796875,36.541748046875,9.8428955078125,99.685791015625,293.085302734375,971.705810546875,0.607373046875
41,7.756591796875,57.569580078125,5.5599853515625,18.958251953125,288.590673828125,1092.739013671875,0.607373046875
42,7.053466796875,36.541748046875,5.5599853515625,18.958251953125,288.590673828125,1092.739013671875,0.607373046875
43,7.053466796875,57.569580078125,9.8428955078125,18.958251953125,288.590673828125,1092.739013671875,0.607373046875
