,TotDepth,widthRS,lengthTotal,SPM,density,shape,sizeBin
min,1.0,5.0,0.1,1.0,850.0,1.0,1.0
max,10.0,500.0,10.0,2000.0,1600.0,3.9999,5.9999
,TotDepth,widthRS,lengthTotal,SPM,density,shape,sizeBin
1,1.01318359375,191.35009765625,4.532763671875,974.14599609375,1267.8466796875,3.5326304199218748,2.208471923828125
2,6.28662109375,191.35009765625,4.532763671875,974.14599609375,1267.8466796875,3.5326304199218748,2.208471923828125
3,1.01318359375,349.90478515625,4.532763671875,974.14599609375,1267.8466796875,3.5326304199218748,2.208471923828125
4,1.01318359375,191.35009765625,6.746728515625,974.14599609375,1267.8466796875,3.5326304199218748,2.208471923828125
5,1.01318359375,191.35009765625,4.532763671875,1643.73291015625,1267.8466796875,3.5326304199218748,2.208471923828125
6,1.01318359375,191.35009765625,4.532763671875,974.14599609375,1541.0400390625,3.5326304199218748,2.208471923828125
7,1.01318359375,191.35009765625,4.532763671875,974.14599609375,1267.8466796875,3.1195582519531246,2.208471923828125
8,1.01318359375,191.35009765625,4.532763671875,974.14599609375,1267.8466796875,3.5326304199218748,2.6918606933593754
9,1.01318359375,349.90478515625,6.746728515625,1643.73291015625,1541.0400390625,3.1195582519531246,2.6918606933593754
10,6.28662109375,191.35009765625,6.746728515625,1643.73291015625,1541.0400390625,3.1195582519531246,2.6918606933593754
11,6.28662109375,349.90478515625,4.532763671875,1643.73291015625,1541.0400390625,3.1195582519531246,2.6918606933593754
12,6.28662109375,349.90478515625,6.746728515625,974.14599609375,1541.0400390625,3.1195582519531246,2.6918606933593754
13,6.28662109375,349.90478515625,6.746728515625,1643.73291015625,1267.8466796875,3.1195582519531246,2.6918606933593754
14,6.28662109375,349.90478515625,6.746728515625,1643.73291015625,1541.0400390625,3.5326304199218748,2.6918606933593754
15,6.28662109375,349.90478515625,6.746728515625,1643.73291015625,1541.0400390625,3.1195582519531246,2.208471923828125
16,6.28662109375,349.90478515625,6.746728515625,1643.73291015625,1541.0400390625,3.1195582519531246,2.6918606933593754
17,5.51318359375,438.85009765625,9.482763671875,1973.64599609375,892.8466796875,2.032680419921875,4.708421923828125
18,1.78662109375,438.85009765625,9.482763671875,1973.64599609375,892.8466796875,2.032680419921875,4.708421923828125
19,5.51318359375,102.40478515625,9.482763671875,1973.64599609375,892.8466796875,2.032680419921875,4.708421923828125
20,5.51318359375,438.85009765625,1.7967285156250001,1973.64599609375,892.8466796875,2.032680419921875,4.708421923828125
21,5.51318359375,438.85009765625,9.482763671875,644.23291015625,892.8466796875,2.032680419921875,4.708421923828125
22,5.51318359375,438.85009765625,9.482763671875,1973.64599609375,1166.0400390625,2.032680419921875,4.708421923828125
23,5.51318359375,438.85009765625,9.482763671875,1973.64599609375,892.8466796875,1.619608251953125,4.708421923828125
24,5.51318359375,438.85009765625,9.482763671875,1973.64599609375,892.8466796875,2.032680419921875,5.1918106933593755
25,5.51318359375,102.40478515625,1.7967285156250001,644.23291015625,1166.0400390625,1.619608251953125,5.1918106933593755
26,1.78662109375,438.85009765625,1.7967285156250001,644.23291015625,1166.0400390625,1.619608251953125,5.1918106933593755
27,1.78662109375,102.40478515625,9.482763671875,644.23291015625,1166.0400390625,1.619608251953125,5.1918106933593755
28,1.78662109375,102.40478515625,1.7967285156250001,1973.64599609375,1166.0400390625,1.619608251953125,5.1918106933593755
29,1.78662109375,102.40478515625,1.7967285156250001,644.23291015625,892.8466796875,1.619608251953125,5.1918106933593755
30,1.78662109375,102.40478515625,1.7967285156250001,644.23291015625,1166.0400390625,2.032680419921875,5.1918106933593755
31,1.78662109375,102.40478515625,1.7967285156250001,644.23291015625,1166.0400390625,1.619608251953125,4.708421923828125
32,1.78662109375,102.40478515625,1.7967285156250001,644.23291015625,1166.0400390625,1.619608251953125,5.1918106933593755
33,7.76318359375,67.60009765625,2.057763671875,474.39599609375,1080.3466796875,1.282705419921875,3.458446923828125
34,4.03662109375,67.60009765625,2.057763671875,474.39599609375,1080.3466796875,1.282705419921875,3.458446923828125
35,7.76318359375,226.15478515625,2.057763671875,474.39599609375,1080.3466796875,1.282705419921875,3.458446923828125
36,7.76318359375,67.60009765625,4.271728515625,474.39599609375,1080.3466796875,1.282705419921875,3.458446923828125
37,7.76318359375,67.60009765625,2.057763671875,144.48291015625,1080.3466796875,1.282705419921875,3.458446923828125
38,7.76318359375,67.60009765625,2.057763671875,474.39599609375,978.5400390625,1.282705419921875,3.458446923828125
39,7.76318359375,67.60009765625,2.057763671875,474.39599609375,1080.3466796875,3.8695332519531247,3.458446923828125
40,7.76318359375,67.60009765625,2.057763671875,474.39599609375,1080.3466796875,1.282705419921875,1.4418856933593749
