,TotDepth,widthRS,lengthTotal,SPM,density,shape,sizeBin
min,1.0,5.0,0.1,1.0,850.0,1.0,1.0
max,10.0,500.0,10.0,2000.0,1600.0,3.9999,5.9999
,TotDepth,widthRS,lengthTotal,SPM,density,shape,sizeBin
1,1.006591796875,160.291748046875,7.3678955078124995,1493.905517578125,1089.68505859375,3.2067135498046873,5.632475708007813
2,4.803466796875,160.291748046875,7.3678955078124995,1493.905517578125,1089.68505859375,3.2067135498046873,5.632475708007813
3,1.006591796875,428.819580078125,7.3678955078124995,1493.905517578125,1089.68505859375,3.2067135498046873,5.632475708007813
4,1.006591796875,160.291748046875,3.0849853515625,1493.905517578125,1089.68505859375,3.2067135498046873,5.632475708007813
5,1.006591796875,160.291748046875,7.3678955078124995,1862.861572265625,1089.68505859375,3.2067135498046873,5.632475708007813
6,1.006591796875,160.291748046875,7.3678955078124995,1493.905517578125,1368.37158203125,3.2067135498046873,5.632475708007813
7,1.006591796875,160.291748046875,7.3678955078124995,1493.905517578125,1089.68505859375,3.3883481201171874,5.632475708007813
8,1.006591796875,160.291748046875,7.3678955078124995,1493.905517578125,1089.68505859375,3.2067135498046873,3.3815441650390627
9,1.006591796875,428.819580078125,3.0849853515625,1862.861572265625,1368.37158203125,3.3883481201171874,3.3815441650390627
10,4.803466796875,160.291748046875,3.0849853515625,1862.861572265625,1368.37158203125,3.3883481201171874,3.3815441650390627
11,4.803466796875,428.819580078125,7.3678955078124995,1862.861572265625,1368.37158203125,3.3883481201171874,3.3815441650390627
12,4.803466796875,428.819580078125,3.0849853515625,1493.905517578125,1368.37158203125,3.3883481201171874,3.3815441650390627
13,4.803466796875,428.819580078125,3.0849853515625,1862.861572265625,1089.68505859375,3.3883481201171874,3.3815441650390627
14,4.803466796875,428.819580078125,3.0849853515625,1862.861572265625,1368.37158203125,3.2067135498046873,3.3815441650390627
15,4.803466796875,428.819580078125,3.0849853515625,1862.861572265625,1368.37158203125,3.3883481201171874,5.632475708007813
16,4.803466796875,428.819580078125,3.0849853515625,1862.861572265625,1368.37158203125,3.3883481201171874,3.3815441650390627
17,5.506591796875,407.791748046875,2.4178955078125,494.405517578125,1464.68505859375,1.7067635498046876,3.1325257080078126
18,9.303466796875,407.791748046875,2.4178955078125,494.405517578125,1464.68505859375,1.7067635498046876,3.1325257080078126
19,5.506591796875,181.319580078125,2.4178955078125,494.405517578125,1464.68505859375,1.7067635498046876,3.1325257080078126
20,5.506591796875,407.791748046875,8.0349853515625,494.405517578125,1464.68505859375,1.7067635498046876,3.1325257080078126
21,5.506591796875,407.791748046875,2.4178955078125,863.361572265625,1464.68505859375,1.7067635498046876,3.1325257080078126
22,5.506591796875,407.791748046875,2.4178955078125,494.405517578125,993.37158203125,1.7067635498046876,3.1325257080078126
23,5.506591796875,407.791748046875,2.4178955078125,494.405517578125,1464.68505859375,1.8883981201171873,3.1325257080078126
24,5.506591796875,407.791748046875,2.4178955078125,494.405517578125,1464.68505859375,1.7067635498046876,5.881494165039062
25,5.506591796875,181.319580078125,8.0349853515625,863.361572265625,993.37158203125,1.8883981201171873,5.881494165039062
26,9.303466796875,407.791748046875,8.0349853515625,863.361572265625,993.37158203125,1.8883981201171873,5.881494165039062
27,9.303466796875,181.319580078125,2.4178955078125,863.361572265625,993.37158203125,1.8883981201171873,5.881494165039062
28,9.303466796875,181.319580078125,8.0349853515625,494.405517578125,993.37158203125,1.8883981201171873,5.881494165039062
29,9.303466796875,181.319580078125,8.0349853515625,863.361572265625,1464.68505859375,1.8883981201171873,5.881494165039062
30,9.303466796875,181.319580078125,8.0349853515625,863.361572265625,993.37158203125,1.7067635498046876,5.881494165039062
31,9.303466796875,181.319580078125,8.0349853515625,863.361572265625,993.37158203125,1.8883981201171873,3.1325257080078126
32,9.303466796875,181.319580078125,8.0349853515625,863.361572265625,993.37158203125,1.8883981201171873,5.881494165039062
33,7.756591796875,36.541748046875,9.8428955078125,1993.655517578125,1277.18505859375,2.4567385498046876,4.382500708007813
34,7.053466796875,36.541748046875,9.8428955078125,1993.655517578125,1277.18505859375,2.4567385498046876,4.382500708007813
35,7.756591796875,57.569580078125,9.8428955078125,1993.655517578125,1277.18505859375,2.4567385498046876,4.382500708007813
36,7.756591796875,36.541748046875,5.5599853515625,1993.655517578125,1277.18505859375,2.4567385498046876,4.382500708007813
37,7.756591796875,36.541748046875,9.8428955078125,363.611572265625,1277.18505859375,2.4567385498046876,4.382500708007813
38,7.756591796875,36.541748046875,9.8428955078125,1993.655517578125,1180.87158203125,2.4567385498046876,4.382500708007813
39,7.756591796875,36.541748046875,9.8428955078125,1993.655517578125,1277.18505859375,2.6383731201171874,4.382500708007813
